p,proj_class,raw_label,j5,b_p,abs_a_p,a_p_exact,Re_a_p,Im_a_p,chi_p_exact,Re_chi,Im_chi
331,3A,2,3,1,1,+zeta10^3,-0.309016994375,0.951056516295,zeta5^3,-0.809016994375,-0.587785252292
337,2A,1,2,0,0,0,0.000000000000,0.000000000000,zeta5^2,-0.809016994375,0.587785252292
347,5A/5B,3,4,1,phi,+zeta10^4*phi,-1.309016994375,0.951056516295,zeta5^4,0.309016994375,-0.951056516295
349,3A,2,1,1,1,+zeta10^1,0.809016994375,0.587785252292,zeta5^1,0.309016994375,0.951056516295
353,2A,1,4,0,0,0,0.000000000000,0.000000000000,zeta5^4,0.309016994375,-0.951056516295
359,3A,2,1,1,1,+zeta10^1,0.809016994375,0.587785252292,zeta5^1,0.309016994375,0.951056516295
367,5A/5B,3,1,-1,phi,-zeta10^1*phi,-1.309016994375,-0.951056516295,zeta5^1,0.309016994375,0.951056516295
373,2A,1,1,0,0,0,0.000000000000,0.000000000000,zeta5^1,0.309016994375,0.951056516295
379,2A,1,3,0,0,0,0.000000000000,0.000000000000,zeta5^3,-0.809016994375,-0.587785252292
383,2A,1,4,0,0,0,0.000000000000,0.000000000000,zeta5^4,0.309016994375,-0.951056516295
389,3A,2,4,-1,1,-zeta10^4,0.809016994375,-0.587785252292,zeta5^4,0.309016994375,-0.951056516295
397,3A,2,4,1,1,+zeta10^4,-0.809016994375,0.587785252292,zeta5^4,0.309016994375,-0.951056516295
401,2A,1,1,0,0,0,0.000000000000,0.000000000000,zeta5^1,0.309016994375,0.951056516295
409,5B/5A,4,2,1,1/phi,+zeta10^2*1/phi,0.190983005625,0.587785252292,zeta5^2,-0.809016994375,0.587785252292
419,3A,2,2,-1,1,-zeta10^2,-0.309016994375,-0.951056516295,zeta5^2,-0.809016994375,0.587785252292
421,3A,2,3,1,1,+zeta10^3,-0.309016994375,0.951056516295,zeta5^3,-0.809016994375,-0.587785252292
431,5A/5B,3,4,-1,phi,-zeta10^4*phi,1.309016994375,-0.951056516295,zeta5^4,0.309016994375,-0.951056516295
433,2A,1,4,0,0,0,0.000000000000,0.000000000000,zeta5^4,0.309016994375,-0.951056516295
439,2A,1,2,0,0,0,0.000000000000,0.000000000000,zeta5^2,-0.809016994375,0.587785252292
443,3A,2,0,-1,1,-zeta10^0,-1.000000000000,0.000000000000,zeta5^0,1.000000000000,0.000000000000
449,5B/5A,4,3,-1,1/phi,-zeta10^3*1/phi,0.190983005625,-0.587785252292,zeta5^3,-0.809016994375,-0.587785252292
457,2A,1,2,0,0,0,0.000000000000,0.000000000000,zeta5^2,-0.809016994375,0.587785252292
461,3A,2,3,1,1,+zeta10^3,-0.309016994375,0.951056516295,zeta5^3,-0.809016994375,-0.587785252292
463,2A,1,2,0,0,0,0.000000000000,0.000000000000,zeta5^2,-0.809016994375,0.587785252292
467,5B/5A,4,3,-1,1/phi,-zeta10^3*1/phi,0.190983005625,-0.587785252292,zeta5^3,-0.809016994375,-0.587785252292
479,3A,2,0,-1,1,-zeta10^0,-1.000000000000,0.000000000000,zeta5^0,1.000000000000,0.000000000000
487,5B/5A,4,3,1,1/phi,+zeta10^3*1/phi,-0.190983005625,0.587785252292,zeta5^3,-0.809016994375,-0.587785252292
491,5A/5B,3,0,1,phi,+zeta10^0*phi,1.618033988750,0.000000000000,zeta5^0,1.000000000000,0.000000000000
499,5A/5B,3,0,1,phi,+zeta10^0*phi,1.618033988750,0.000000000000,zeta5^0,1.000000000000,0.000000000000
503,3A,2,2,1,1,+zeta10^2,0.309016994375,0.951056516295,zeta5^2,-0.809016994375,0.587785252292
509,5B/5A,4,4,-1,1/phi,-zeta10^4*1/phi,0.500000000000,-0.363271264003,zeta5^4,0.309016994375,-0.951056516295
